ID	length	GC_num	IC_num	goodC_num	IC%	MD	TPR/FPRsum_min	TPR/FPRsum1	TPR/FPRsum2	TPR/FPRsum3	TPR/FPRsum4	TPR/FPRsum5	TPR/FPRsum6	TPR/FPRsum7	TPR/FPRsum8	TPR/FPRsum9	TPR/FPRsum_max	TPR_min	TPR_1	TPR_2	TPR_3	TPR_4	TPR_5	TPR_6	TPR_7	TPR_8	TPR_9	TPR_max	FPR_min	FPR_1	FPR_2	FPR_3	FPR_4	FPR_5	FPR_6	FPR_7	FPR_8	FPR_9	FPR_max	f_MEC	f_OLS	f_OLS/MD^2	f_FMC	f_fastmeC	f_newC	f_newC/nonIC_num	f_tree_length	f_topo	f_jk30	f_jk50	f_jk70	U_MEC	U_OLS	U_OLS/MD^2	U_FMC	U_fastmeC	U_newC	U_newC/nonIC_num	U_tree_length	U_topo	U_jk30	U_jk50	U_jk70	f/U_MEC	f/U_OLS	f/U_FMC	f/U_fastmeC	f/U_newC	f/U_topo	f/U_jk30	f/U_jk50	f/U_jk70	division
Pf_360_PF00270_2	191	34	36	121	18.85	0.7723	0.0002	0.03	0.0521	0.08	0.1028	0.13	0.1642	0.1946	0.2436	0.3094	0.6549	0.0001	0.0131	0.0245	0.0427	0.0583	0.0728	0.0909	0.1189	0.1498	0.1876	0.3589	0	0.006	0.0139	0.0206	0.0302	0.0407	0.0506	0.0625	0.0776	0.0971	0.2704	5.8212	0.5254	0.8809	0.7548	0.281	95887	618.63	4.496	1177	748	950	1043	5.8982	1.0539	1.7670	1.59	0.2861	94093	607.05	4.556	1092	676	823	910	0.9869	0.4985	0.4743	0.9822	1.0191	1.0778	1.1065	1.1543	1.1462	fitch
Pf_368_PF01134_1	400	10	120	270	30	0.5284	0.0003	0.03	0.0602	0.1	0.1238	0.16	0.2089	0.2475	0.3387	0.4257	0.7923	0.0002	0.013	0.0239	0.0366	0.0511	0.0685	0.0875	0.1125	0.1396	0.1792	0.4206	0	0.0053	0.0102	0.0156	0.022	0.0292	0.0373	0.0476	0.0589	0.0767	0.1907	5.5636	0.1139	0.4079	0.4448	0.2682	204315	729.7	2.94	1228	793	930	1023	5.6504	0.4712	1.6876	1.7	0.268	204137	729.06	2.986	1208	758	909	997	0.9846	0.2417	0.2616	1.0007	1.0009	1.0166	1.0462	1.0231	1.0261	UPGMA
Pf_370_PF00571_4	64	10	7	47	10.94	0.793	0.0002	0.02	0.043	0.07	0.1018	0.13	0.1554	0.1877	0.2314	0.3076	0.5997	0.0001	0.0159	0.0333	0.0542	0.0805	0.1021	0.1286	0.1578	0.2012	0.2608	0.6362	0.0001	0.0101	0.0212	0.031	0.0415	0.0561	0.0712	0.0893	0.1153	0.1507	0.3582	5.271	1.1841	1.8830	1.6076	0.2541	37804	663.23	4.18	1173	600	783	911	5.3368	1.9703	3.1332	3.33	0.2555	37803	663.21	4.232	1155	592	783	882	0.9877	0.6010	0.4825	0.9945	1	1.0156	1.0135	1	1.0329	UPGMA
Pf_371_PF00573_1	190	3	15	172	7.89	1.0602	0	0.03	0.0732	0.11	0.1346	0.17	0.209	0.2627	0.323	0.3843	0.7808	0	0.0131	0.0268	0.0448	0.061	0.0788	0.0909	0.1161	0.1472	0.1809	0.3987	0.0001	0.0057	0.0112	0.0172	0.0236	0.0304	0.0384	0.0491	0.0624	0.0794	0.2432	4.0558	0.6848	0.6092	0.6476	0.1938	204273	1167.27	4.3	1277	829	990	1120	4.109	2.112	1.8790	1.7	0.1955	206177	1178.15	4.356	1204	878	977	1042	0.9871	0.3242	0.3811	0.9913	0.9908	1.0606	0.9442	1.0133	1.0749	UPGMA
Pf_373_PF00712_1	125	8	9	108	7.2	0.9918	0.0004	0.03	0.0597	0.09	0.1187	0.14	0.1754	0.2147	0.2705	0.3587	1.3056	0.0001	0.0157	0.0329	0.0493	0.0666	0.0865	0.1073	0.1321	0.1689	0.218	0.4064	0.0001	0.0078	0.0163	0.0235	0.0317	0.0401	0.0515	0.0655	0.0827	0.1071	0.2425	5.852	0.7635	0.7762	0.7041	0.28	79947	689.2	5.804	1229	691	846	999	5.9752	1.861	1.8919	1.69	0.2865	77917	671.7	5.927	1120	614	739	864	0.9794	0.4103	0.4172	0.9773	1.0261	1.0973	1.1254	1.1448	1.1563	fitch
Pf_375_PF12704_1	244	37	14	193	5.74	1.3434	0.0002	0.03	0.0797	0.12	0.1498	0.19	0.2411	0.3027	0.3619	0.5675	1.2357	0.0001	0.0194	0.0402	0.0577	0.0817	0.1014	0.1257	0.1549	0.2007	0.2509	0.5227	0	0.0063	0.0131	0.0201	0.0281	0.0378	0.0462	0.0566	0.0726	0.0942	0.2033	5.5286	1.1622	0.6440	0.5768	0.2673	178855	777.63	7.427	1240	767	877	1020	5.4292	6.636	3.6770	2.83	0.2707	178847	777.6	7.293	1114	866	980	1036	1.0183	0.1751	0.2039	0.9874	1	1.1131	0.8857	0.8949	0.9846	fitch
Pf_376_PF00281_1	58	1	13	44	22.41	0.4798	0.0012	0.02	0.0512	0.07	0.1016	0.13	0.1613	0.1891	0.2258	0.3118	0.6532	0.001	0.0194	0.0376	0.0617	0.0846	0.1024	0.1306	0.1595	0.2064	0.2852	0.783	0	0.01	0.0226	0.0335	0.0455	0.059	0.0749	0.0963	0.1158	0.1509	0.3605	5.6518	0.4308	1.8714	1.8417	0.2769	29222	649.38	2.712	1122	404	595	776	5.6714	0.7158	3.1094	4.09	0.2772	28860	641.33	2.722	1065	401	656	855	0.9965	0.6018	0.4504	0.9989	1.0125	1.0535	1.0075	0.907	0.9076	fitch
Pf_377_PF07650_1	74	0	16	58	21.62	0.5923	0.0007	0.03	0.0594	0.09	0.1259	0.16	0.2001	0.2458	0.3268	0.4167	1.3063	0.0004	0.0208	0.037	0.0611	0.0848	0.1105	0.1346	0.1697	0.2198	0.278	0.6474	0.0001	0.0104	0.0184	0.0272	0.0376	0.0493	0.0613	0.075	0.092	0.1186	0.2503	5.5902	0.4183	1.1924	1.0772	0.2684	40958	706.17	3.311	1084	593	745	878	5.5146	1.1767	3.3541	3.27	0.2743	40068	690.83	3.267	949	605	799	890	1.0137	0.3555	0.3296	0.9785	1.0222	1.1423	0.9802	0.9324	0.9865	fitch
Pf_378_PF00012_1	609	17	214	378	35.14	0.3985	0.0006	0.04	0.0741	0.11	0.1436	0.18	0.2118	0.2622	0.3128	0.3873	0.761	0.0003	0.0119	0.0254	0.037	0.0473	0.0594	0.074	0.088	0.1081	0.1365	0.2544	0	0.0044	0.0087	0.0131	0.0184	0.0246	0.0325	0.0406	0.0506	0.0639	0.132	5.7414	0.0492	0.3098	0.278	0.2736	258322	653.98	2.288	1198	766	875	932	5.719	0.1252	0.7884	0.75	0.2752	256679	649.82	2.279	1138	934	1055	1142	1.0039	0.3930	0.3726	0.9942	1.0064	1.0527	0.8201	0.8294	0.8161	fitch
Pf_381_PF01479_1	48	0	12	36	25	0.4659	0.0004	0.02	0.0493	0.07	0.1084	0.14	0.1789	0.2138	0.2569	0.3325	0.6464	0.0003	0.0215	0.0421	0.0684	0.1036	0.1338	0.1664	0.2071	0.2478	0.3483	0.7001	0.0001	0.0122	0.0262	0.0396	0.0529	0.0698	0.0891	0.1057	0.1393	0.1764	0.3434	5.4558	0.5316	2.4491	2.1278	0.2652	22290	619.17	2.542	1069	340	522	679	5.642	0.9224	4.2495	4.6	0.2723	21648	601.33	2.629	921	367	525	632	0.967	0.5763	0.463	0.9739	1.0297	1.1607	0.9264	0.9943	1.0744	UPGMA
Pf_382_PF00889_1	241	143	9	89	3.73	0.9978	0.0023	0.04	0.0728	0.11	0.1426	0.18	0.221	0.2829	0.3514	0.4578	1.0574	0.0009	0.0175	0.036	0.0519	0.0678	0.0871	0.113	0.1392	0.1776	0.2297	0.455	0.0001	0.0059	0.0128	0.0196	0.0268	0.0353	0.0434	0.0542	0.0691	0.092	0.1981	5.852	0.5503	0.5527	0.4508	0.2794	139232	600.14	5.839	1201	732	925	1055	5.936	2.0773	2.0865	1.92	0.2856	139314	600.49	5.922	1047	721	867	958	0.9858	0.2649	0.2349	0.9783	0.9994	1.1471	1.0153	1.0669	1.1013	UPGMA
Pf_383_PF01192_1	60	7	15	38	25	0.7029	0.0006	0.03	0.0502	0.08	0.1068	0.13	0.1674	0.2193	0.2626	0.3484	0.6266	0.0004	0.0228	0.0405	0.0615	0.0835	0.1132	0.1456	0.1846	0.2364	0.3296	0.5445	0	0.01	0.0221	0.0335	0.0472	0.0608	0.0768	0.0966	0.1212	0.1614	0.3072	4.9266	1.0834	2.1928	1.8147	0.2372	39112	869.16	3.463	1184	646	836	938	4.928	2.0552	4.1597	4.19	0.2383	39159	870.2	3.464	1180	711	887	1007	0.9997	0.5272	0.4336	0.9954	0.9988	1.0034	0.9086	0.9425	0.9315	fitch
Pf_384_PF01926_2	214	52	58	104	27.1	0.5243	0.0018	0.04	0.0704	0.11	0.1485	0.2	0.2488	0.3209	0.4562	0.5573	1.3243	0.0007	0.0163	0.0355	0.0526	0.0719	0.0915	0.1157	0.17	0.2249	0.3153	0.6275	0.0001	0.0064	0.0123	0.0193	0.0256	0.0335	0.0437	0.0556	0.0707	0.0948	0.2708	5.9318	0.1643	0.5977	0.6549	0.2843	90639	581.02	3.11	1191	669	839	938	5.8632	0.8214	2.9881	3.81	0.2876	90262	578.6	3.074	1155	719	870	958	1.0117	0.2000	0.1721	0.9885	1.0042	1.0312	0.9305	0.9644	0.9791	UPGMA
Pf_387_PF07724_1	170	9	79	82	46.47	0.2996	0.0009	0.03	0.0546	0.08	0.1015	0.13	0.1542	0.1897	0.2324	0.291	0.609	0.0004	0.0147	0.0275	0.0384	0.0514	0.0692	0.0862	0.1056	0.1296	0.1771	0.3992	0	0.0067	0.0141	0.0226	0.0309	0.0401	0.0497	0.0607	0.0777	0.0992	0.1942	5.3564	0.07	0.7799	0.7331	0.2565	64914	713.34	1.605	1264	751	931	1057	5.3844	0.1281	1.4271	1.47	0.2562	64692	710.9	1.613	1241	796	940	1054	0.9948	0.5464	0.4976	1.0012	1.0034	1.0185	0.9435	0.9904	1.0028	UPGMA
Pf_388_PF01113_1	130	43	5	82	3.85	1.3275	0.0002	0.03	0.0571	0.09	0.1169	0.15	0.1844	0.2238	0.2759	0.3673	0.8442	0.0001	0.0181	0.0365	0.0602	0.0834	0.1047	0.1332	0.1657	0.2074	0.2954	0.6971	0.0001	0.0091	0.0182	0.0283	0.039	0.0502	0.0624	0.0799	0.0999	0.1357	0.3831	5.887	3.1659	1.7965	1.3578	0.2829	75546	604.37	7.815	977	542	693	808	5.943	8.0733	4.5812	3.45	0.2866	79181	633.45	7.888	900	566	789	938	0.9906	0.3921	0.393	0.9871	0.9541	1.0856	0.9576	0.8783	0.8614	fitch
Pf_389_PF04539_1	78	0	36	42	46.15	0.3029	0	0.03	0.068	0.15	0.1962	0.25	0.3229	0.405	0.5634	0.7277	2.4622	0	0.0115	0.0296	0.0507	0.0765	0.1038	0.1359	0.1769	0.2381	0.306	0.5651	0	0.0022	0.0081	0.014	0.0209	0.027	0.0331	0.0454	0.0606	0.0805	0.175	4.249	0.0619	0.6747	0.6045	0.204	42872	1020.76	1.287	1229	632	785	917	4.172	0.371	4.0437	3.54	0.2058	42922	1021.95	1.264	1220	703	920	1022	1.0185	0.1668	0.1708	0.9913	0.9988	1.0074	0.899	0.8533	0.8973	fitch
Pf_392_PF03129_1	96	6	8	82	8.33	0.9743	0.0001	0.02	0.0446	0.06	0.0904	0.11	0.1467	0.1714	0.2098	0.2503	0.5497	0.0001	0.0144	0.0272	0.0419	0.0584	0.0841	0.1099	0.1401	0.174	0.2174	0.5102	0	0.0089	0.0183	0.0291	0.0401	0.0528	0.0672	0.0853	0.1097	0.1399	0.2654	6.0564	1.5001	1.5803	1.4272	0.2906	56185	638.47	5.901	1048	495	654	794	6.1488	1.9858	2.0919	2.09	0.2949	57607	654.63	5.991	1011	603	789	958	0.985	0.7554	0.6839	0.9854	0.9753	1.0366	0.8209	0.8289	0.8288	UPGMA
Pf_394_PF04055_2	178	9	47	122	26.4	0.5909	0.0004	0.03	0.0511	0.09	0.1094	0.14	0.1748	0.2273	0.2718	0.3341	0.6025	0.0003	0.0155	0.0319	0.0494	0.0659	0.088	0.1143	0.1418	0.1793	0.2321	0.4503	0	0.0075	0.0157	0.0247	0.0337	0.0452	0.0581	0.0709	0.0894	0.1158	0.2343	5.502	0.4132	1.1834	1.0725	0.2672	100166	764.63	3.251	1177	668	792	921	5.5804	0.8897	2.5481	2.6	0.2708	99796	761.8	3.297	1104	628	781	875	0.986	0.4644	0.4127	0.9867	1.0037	1.0661	1.0637	1.0141	1.0526	UPGMA
Pf_396_PF01066_1	216	111	17	88	7.87	1.0312	0.0011	0.03	0.059	0.09	0.1168	0.14	0.1697	0.2084	0.2667	0.3723	0.6351	0.0011	0.0239	0.0433	0.0663	0.0925	0.1144	0.1405	0.1813	0.2417	0.3201	0.7809	0.0001	0.0103	0.0204	0.0304	0.0421	0.056	0.0725	0.093	0.125	0.1624	0.3628	5.5762	1.9526	1.8362	1.3151	0.2715	108349	544.47	5.75	1170	664	811	929	5.6602	3.6062	3.3913	3.64	0.2719	106665	536.01	5.836	1055	702	809	891	0.9852	0.5415	0.3614	0.9985	1.0158	1.109	0.9459	1.0025	1.0426	fitch
Pf_398_PF00189_1	84	0	40	44	47.62	0.2769	0.0003	0.03	0.0574	0.1	0.1354	0.18	0.2229	0.2673	0.3174	0.4253	1.5069	0.0001	0.0217	0.0403	0.0618	0.087	0.1142	0.1451	0.1908	0.2375	0.2981	0.6847	0	0.0078	0.0181	0.0285	0.0397	0.0515	0.0644	0.0792	0.0965	0.1259	0.319	5.6658	0.1161	1.5142	1.3398	0.2762	27368	622	1.569	1143	422	598	752	5.5692	0.3009	3.9244	4.1	0.2783	27254	619.41	1.542	1105	438	661	839	1.0173	0.3858	0.3267	0.9925	1.0042	1.0344	0.9635	0.9047	0.8963	UPGMA
Pf_401_PF05491_1	76	0	25	51	32.89	0.5146	0.001	0.03	0.0571	0.08	0.1062	0.13	0.1672	0.2061	0.2585	0.3237	0.5756	0.0007	0.0185	0.0393	0.0581	0.0768	0.0916	0.1194	0.1572	0.2089	0.2579	0.4647	0	0.0092	0.0189	0.0292	0.0405	0.0518	0.0655	0.0803	0.1001	0.1287	0.3154	5.348	0.4324	1.6328	1.4012	0.2594	42712	837.49	2.752	1133	575	764	920	5.5664	0.6947	2.6234	2.89	0.2633	42132	826.12	2.865	1074	504	650	738	0.9608	0.6224	0.4845	0.9852	1.0138	1.0549	1.1409	1.1754	1.2466	UPGMA
Pf_402_PF00986_1	66	2	28	36	42.42	0.4187	0.0004	0.03	0.0555	0.08	0.1036	0.13	0.15	0.1792	0.2181	0.2802	0.6958	0.0004	0.0244	0.0489	0.0702	0.091	0.1166	0.1496	0.18	0.2447	0.3091	0.6803	0.0001	0.0116	0.0223	0.0366	0.0549	0.0711	0.0891	0.1086	0.1365	0.1706	0.4201	5.6896	0.4997	2.8504	2.4734	0.277	28922	761.11	2.382	1051	322	458	591	5.7246	0.6041	3.4459	3.55	0.2783	28724	755.89	2.397	1007	325	576	726	0.9939	0.8272	0.696	0.9953	1.0069	1.0437	0.9908	0.7951	0.814	fitch
Pf_406_PF03946_1	60	1	31	28	51.67	0.2529	0.0016	0.03	0.0543	0.08	0.1108	0.14	0.1809	0.2241	0.2649	0.3114	0.8506	0.0013	0.0185	0.0438	0.0767	0.0958	0.1288	0.16	0.1976	0.2732	0.3389	0.7006	0	0.0087	0.023	0.0374	0.0481	0.0616	0.0805	0.1005	0.1265	0.1763	0.4472	5.6504	0.1859	2.9066	2.8076	0.2755	18139	625.48	1.429	1079	323	533	710	5.7022	0.2754	4.3059	5.03	0.2769	18034	621.86	1.442	1057	342	525	674	0.9909	0.6750	0.5583	0.9949	1.0058	1.0208	0.9444	1.0152	1.0534	fitch
Pf_407_PF02881_1	78	7	6	65	7.69	0.7461	0	0.03	0.0724	0.11	0.1376	0.18	0.2164	0.2687	0.3385	0.4372	0.736	0	0.0198	0.0451	0.0708	0.0937	0.1178	0.1426	0.1729	0.2257	0.2847	0.5488	0	0.008	0.0174	0.0265	0.0357	0.0468	0.0588	0.074	0.0922	0.123	0.2907	5.845	0.6738	1.2104	1.1324	0.2802	48116	668.28	4.361	1114	517	687	836	5.8828	1.8398	3.3050	3.39	0.2865	47271	656.54	4.39	1012	625	814	899	0.9936	0.3662	0.3338	0.978	1.0179	1.1008	0.8272	0.844	0.9299	UPGMA
Pf_413_PF01926_4	186	68	27	91	14.52	0.8742	0.0001	0.03	0.0472	0.07	0.0964	0.13	0.1611	0.1908	0.2393	0.291	0.6665	0.0001	0.0164	0.0294	0.046	0.0662	0.0849	0.1054	0.1299	0.162	0.2175	0.5525	0.0001	0.0088	0.0179	0.0271	0.0371	0.048	0.0608	0.0783	0.0972	0.1264	0.2766	5.7722	0.8725	1.1417	0.9598	0.2779	82849	521.06	5.046	1164	537	645	761	5.7694	1.592	2.0832	1.8	0.2782	83270	523.71	5.044	1173	663	860	977	1.0005	0.5481	0.5327	0.9989	0.9949	0.9923	0.81	0.75	0.7789	UPGMA
Pf_414_PF02130_1	166	52	13	101	7.83	1.2776	0.0003	0.03	0.0591	0.09	0.1208	0.15	0.1904	0.2349	0.2838	0.3549	0.6497	0.0002	0.0169	0.0352	0.0582	0.0792	0.1056	0.1254	0.1533	0.1828	0.2503	0.4673	0	0.0082	0.0163	0.026	0.0363	0.0473	0.0599	0.0726	0.0912	0.1226	0.2524	5.9472	1.7386	1.0651	1.0056	0.286	83267	544.23	7.598	1140	637	808	919	5.936	4.9828	3.0527	2.68	0.2887	82324	538.07	7.585	1058	735	910	1070	1.0019	0.3489	0.3747	0.9906	1.0115	1.0775	0.8667	0.8879	0.8589	UPGMA
Pf_415_PF01649_1	84	0	8	76	9.52	0.8515	0.001	0.03	0.0525	0.08	0.1159	0.16	0.2	0.2441	0.3058	0.3944	0.8131	0.0007	0.0213	0.0387	0.0629	0.0919	0.1217	0.1579	0.1949	0.2561	0.3299	0.6747	0	0.0083	0.0179	0.0286	0.0401	0.0571	0.0739	0.0944	0.1153	0.145	0.3284	5.4208	1.4731	2.0317	1.491	0.2624	63248	832.21	4.616	1154	530	735	940	5.4376	3.2538	4.4877	4.18	0.2634	63154	830.97	4.631	1080	606	796	956	0.9969	0.4527	0.3566	0.9962	1.0015	1.0685	0.8746	0.9234	0.9833	UPGMA
Pf_417_PF00829_1	97	7	11	79	11.34	0.8378	0.0003	0.02	0.0476	0.07	0.1081	0.15	0.1883	0.2181	0.2569	0.3196	0.8714	0.0003	0.0176	0.0384	0.0565	0.0854	0.112	0.1411	0.174	0.2206	0.2879	0.5205	0.0001	0.0108	0.0222	0.0342	0.0456	0.0577	0.0724	0.0919	0.1109	0.1431	0.3449	5.7484	1.2514	1.7829	1.6339	0.2758	59229	688.71	4.816	1078	538	685	843	5.8366	2.3217	3.3077	3.26	0.2804	58792	683.63	4.889	1047	529	667	840	0.9849	0.5390	0.5011	0.9836	1.0074	1.0296	1.017	1.027	1.0036	UPGMA
Pf_423_PF00119_1	266	77	15	174	5.64	1.2953	0.0004	0.03	0.0472	0.08	0.0997	0.13	0.153	0.1821	0.2284	0.2634	0.5207	0.0001	0.009	0.0178	0.029	0.0422	0.0552	0.0667	0.0829	0.1039	0.1352	0.3692	0	0.0057	0.0114	0.0173	0.0237	0.0314	0.0387	0.0493	0.0623	0.079	0.1625	5.11	0.7436	0.4432	0.4391	0.2449	200807	800.03	6.619	1221	810	962	1019	5.1254	1.3713	0.8173	0.79	0.2463	201373	802.28	6.639	1164	847	990	1074	0.997	0.5423	0.5553	0.9943	0.9972	1.049	0.9563	0.9717	0.9488	UPGMA
Pf_425_PF00430_1	134	15	2	117	1.49	1.632	0.0024	0.03	0.0602	0.09	0.1145	0.14	0.1645	0.1896	0.2449	0.3138	0.8877	0.0017	0.0156	0.0358	0.0574	0.074	0.0928	0.1181	0.1509	0.2078	0.2992	0.65	0.0002	0.0078	0.0186	0.029	0.0404	0.0528	0.0641	0.0794	0.1015	0.1375	0.3799	5.6322	5.5295	2.0761	1.2598	0.2698	95819	725.9	9.192	1049	656	833	983	5.6322	11.4504	4.2991	2.28	0.2775	95863	726.23	9.193	1031	691	865	957	1	0.4829	0.5519	0.9723	0.9995	1.0175	0.9493	0.963	1.0272	fitch
Pf_433_PF13177_1	170	14	51	105	30	0.4157	0.0013	0.04	0.0698	0.1	0.1302	0.17	0.2148	0.2779	0.3663	0.5005	1.4405	0.0007	0.0156	0.0307	0.0468	0.0644	0.0847	0.1143	0.1443	0.1866	0.2535	0.5648	0.0001	0.0063	0.0136	0.0202	0.0268	0.0341	0.0425	0.0525	0.0643	0.0857	0.2003	5.3116	0.0885	0.5121	0.5156	0.2541	73533	617.92	2.208	1260	756	948	1072	5.5286	0.5352	3.0971	3.7	0.2561	73775	619.96	2.298	1221	600	738	867	0.9607	0.1654	0.1395	0.9922	0.9967	1.0319	1.26	1.2846	1.2364	UPGMA
Pf_438_PF00297_1	200	4	49	147	24.5	0.6098	0.0011	0.03	0.0609	0.1	0.1345	0.17	0.2327	0.285	0.3424	0.42	0.8866	0.0006	0.0171	0.032	0.0482	0.066	0.088	0.1132	0.1422	0.1799	0.2336	0.488	0	0.0054	0.0116	0.0193	0.0277	0.0367	0.0477	0.0591	0.0744	0.0942	0.1874	5.215	0.2698	0.7255	0.6807	0.2504	120873	800.48	3.18	1122	686	795	849	5.1506	0.8315	2.2361	2.07	0.2516	120746	799.64	3.141	1087	737	900	1009	1.0125	0.3245	0.3281	0.9952	1.0011	1.0322	0.9308	0.8833	0.8414	fitch
Pf_442_PF07977_1	131	6	27	98	20.61	0.8539	0.0005	0.02	0.0497	0.07	0.0999	0.13	0.1545	0.1866	0.2176	0.2856	0.605	0.0002	0.013	0.0296	0.0457	0.0662	0.0834	0.1047	0.1351	0.17	0.2229	0.6447	0.0001	0.0096	0.0192	0.0279	0.0381	0.0491	0.0623	0.0782	0.0988	0.1252	0.2875	6.16	0.9116	1.2502	1.1159	0.2973	68343	657.14	5.26	1081	493	693	834	6.2398	2.0831	2.8569	2.87	0.3014	68008	653.92	5.328	1059	388	507	658	0.9872	0.4376	0.3888	0.9864	1.0049	1.0208	1.2706	1.3669	1.2675	fitch
Pf_445_PF00177_1	184	35	49	100	26.63	0.4737	0.0003	0.03	0.0602	0.09	0.1233	0.16	0.1969	0.2455	0.3111	0.3898	0.8252	0.0001	0.0158	0.0317	0.047	0.062	0.081	0.1054	0.126	0.1558	0.2089	0.4012	0	0.0068	0.0135	0.0212	0.0285	0.0367	0.0464	0.0582	0.0728	0.0922	0.2509	5.6406	0.162	0.7220	0.7228	0.2708	72633	538.02	2.672	1206	634	771	855	5.6476	0.405	1.8049	1.87	0.2721	72697	538.5	2.675	1204	653	797	940	0.9988	0.4000	0.3871	0.9952	0.9991	1.0017	0.9709	0.9674	0.9096	UPGMA
Pf_446_PF00698_1	319	54	52	213	16.3	0.7872	0	0.03	0.0662	0.11	0.1499	0.19	0.2354	0.2842	0.3833	0.4562	0.8807	0	0.0101	0.0248	0.0367	0.0533	0.0706	0.0869	0.108	0.1341	0.174	0.3425	0.0001	0.0051	0.0099	0.0147	0.021	0.0262	0.0334	0.0413	0.0496	0.0655	0.1616	5.7344	0.1992	0.3215	0.2975	0.2746	194940	730.11	4.514	1230	761	890	981	5.7512	0.8678	1.4004	1.34	0.2744	194466	728.34	4.527	1188	724	860	973	0.9971	0.2295	0.2221	1.0007	1.0024	1.0354	1.0511	1.0349	1.0082	fitch
Pf_448_PF14450_2	225	43	7	175	3.11	1.0393	0.0004	0.03	0.0725	0.11	0.1383	0.19	0.2303	0.2856	0.3488	0.4573	0.934	0.0001	0.0134	0.0293	0.0426	0.0593	0.0726	0.0891	0.1076	0.1326	0.1872	0.5634	0	0.0051	0.01	0.0158	0.0216	0.0289	0.0358	0.0447	0.0559	0.0765	0.1704	5.2052	0.5003	0.4632	0.4183	0.2499	156091	716.01	5.41	1275	890	989	1049	5.1002	1.7797	1.6476	1.85	0.2498	156563	718.18	5.302	1238	944	1015	1048	1.0206	0.2811	0.2261	1.0004	0.997	1.0299	0.9428	0.9744	1.001	fitch
Pf_449_PF00673_1	95	0	33	62	34.74	0.3716	0.0006	0.03	0.0643	0.1	0.1454	0.18	0.2269	0.2773	0.34	0.483	1.0892	0.0005	0.0225	0.0453	0.0652	0.0973	0.1229	0.1553	0.1977	0.2632	0.3448	0.6712	0	0.0084	0.0176	0.0279	0.0389	0.0508	0.0629	0.0789	0.0984	0.1314	0.2783	5.5146	0.1869	1.3535	1.2386	0.266	44976	725.42	2.049	1170	510	698	863	5.5748	0.7832	5.6718	5.69	0.2743	43352	699.23	2.071	1010	488	718	895	0.9892	0.2386	0.2178	0.9697	1.0375	1.1584	1.0451	0.9721	0.9642	UPGMA
Pf_450_PF05496_1	235	5	103	127	43.83	0.3996	0.0003	0.03	0.0588	0.09	0.1176	0.15	0.1863	0.2362	0.303	0.409	0.8136	0.0001	0.0123	0.0256	0.0437	0.0583	0.0755	0.0928	0.1234	0.1487	0.1899	0.3577	0	0.0057	0.0117	0.0195	0.0265	0.0348	0.0419	0.053	0.0684	0.0882	0.2382	5.803	0.1127	0.7058	0.6668	0.2781	104925	794.89	2.319	1123	526	683	851	5.8366	0.2926	1.8324	1.67	0.2796	103288	782.48	2.332	1040	533	698	795	0.9942	0.3852	0.3984	0.9946	1.0158	1.0798	0.9869	0.9785	1.0704	fitch
Pf_451_PF00306_1	129	27	18	84	13.95	0.7996	0.0002	0.02	0.0469	0.07	0.1051	0.14	0.1776	0.2226	0.2742	0.3469	0.9843	0.0002	0.0144	0.0343	0.0564	0.0777	0.0932	0.1195	0.151	0.1885	0.2777	0.5856	0	0.0096	0.0187	0.0294	0.0408	0.0515	0.0645	0.0808	0.1006	0.1323	0.3184	5.53	0.93	1.4546	1.1773	0.2648	74726	673.21	4.422	1132	589	782	898	5.5636	2.4184	3.7825	4.14	0.2711	74690	672.88	4.45	1095	580	723	841	0.994	0.3846	0.2843	0.9768	1.0005	1.0338	1.0155	1.0816	1.0678	fitch
Pf_452_PF00861_1	121	28	12	81	9.92	0.8371	0.0002	0.03	0.0589	0.09	0.1222	0.16	0.2089	0.2572	0.3368	0.4527	0.9627	0.0002	0.0155	0.034	0.0492	0.074	0.1034	0.1365	0.1704	0.2	0.2498	0.551	0	0.0087	0.0167	0.0246	0.0334	0.0429	0.0537	0.0696	0.085	0.1089	0.2	5.2682	0.637	0.9090	0.7283	0.2519	75888	696.22	4.41	1195	771	920	1031	5.3158	1.8789	2.6813	2.36	0.2583	75158	689.52	4.449	1102	866	1012	1073	0.991	0.3390	0.3084	0.9752	1.0097	1.0844	0.8903	0.9091	0.9609	fitch
Pf_453_PF03840_1	76	10	5	61	6.58	0.9478	0.0002	0.03	0.0505	0.07	0.1057	0.15	0.1742	0.2195	0.2745	0.3463	0.7071	0.0001	0.0202	0.038	0.0583	0.0867	0.1149	0.1432	0.1781	0.2365	0.2989	0.5325	0	0.0107	0.0221	0.0333	0.0443	0.0583	0.0748	0.0916	0.1162	0.1454	0.3587	5.7162	1.6765	1.8663	1.5802	0.2734	51628	727.15	5.418	1074	510	696	809	5.677	2.88	3.2060	3.12	0.2749	51788	729.41	5.381	1058	617	848	957	1.0069	0.5821	0.5067	0.9945	0.9969	1.0151	0.8266	0.8208	0.8454	UPGMA
